Id,Category
0000,5
0001,1
0002,1
0003,3
0004,9
0005,10
0006,3
0007,3
0008,1
0009,3
0010,3
0011,1
0012,9
0013,6
0014,3
0015,3
0016,3
0017,3
0018,9
0019,9
0020,2
0021,9
0022,7
0023,6
0024,7
0025,1
0026,4
0027,2
0028,3
0029,6
0030,1
0031,4
0032,0
0033,1
0034,8
0035,10
0036,2
0037,10
0038,9
0039,7
0040,4
0041,1
0042,1
0043,1
0044,0
0045,6
0046,3
0047,10
0048,1
0049,0
0050,3
0051,7
0052,0
0053,2
0054,3
0055,10
0056,5
0057,10
0058,2
0059,2
0060,4
0061,4
0062,1
0063,8
0064,7
0065,3
0066,0
0067,7
0068,8
0069,1
0070,1
0071,9
0072,6
0073,3
0074,7
0075,1
0076,3
0077,1
0078,9
0079,8
0080,9
0081,6
0082,3
0083,10
0084,9
0085,10
0086,0
0087,10
0088,1
0089,9
0090,10
0091,7
0092,9
0093,9
0094,10
0095,7
0096,9
0097,1
0098,9
0099,5
0100,5
0101,0
0102,3
0103,10
0104,6
0105,7
0106,7
0107,4
0108,5
0109,1
0110,6
0111,1
0112,6
0113,1
0114,1
0115,0
0116,1
0117,8
0118,0
0119,7
0120,4
0121,9
0122,7
0123,2
0124,0
0125,7
0126,10
0127,3
0128,1
0129,1
0130,1
0131,8
0132,6
0133,7
0134,3
0135,3
0136,10
0137,1
0138,3
0139,0
0140,8
0141,9
0142,7
0143,3
0144,9
0145,6
0146,3
0147,9
0148,9
0149,9
0150,3
0151,3
0152,10
0153,3
0154,3
0155,7
0156,3
0157,0
0158,1
0159,0
0160,3
0161,6
0162,3
0163,7
0164,1
0165,3
0166,8
0167,2
0168,3
0169,6
0170,1
0171,1
0172,7
0173,1
0174,8
0175,1
0176,10
0177,0
0178,3
0179,5
0180,1
0181,10
0182,7
0183,6
0184,1
0185,7
0186,9
0187,0
0188,9
0189,6
0190,7
0191,10
0192,7
0193,5
0194,8
0195,3
0196,1
0197,7
0198,6
0199,0
0200,1
0201,9
0202,6
0203,8
0204,3
0205,8
0206,9
0207,2
0208,8
0209,6
0210,0
0211,3
0212,1
0213,6
0214,9
0215,5
0216,8
0217,10
0218,10
0219,3
0220,7
0221,7
0222,10
0223,3
0224,1
0225,3
0226,8
0227,7
0228,7
0229,9
0230,1
0231,7
0232,0
0233,3
0234,3
0235,9
0236,7
0237,6
0238,1
0239,5
0240,9
0241,7
0242,1
0243,0
0244,9
0245,9
0246,1
0247,7
0248,3
0249,3
0250,8
0251,1
0252,1
0253,9
0254,6
0255,0
0256,0
0257,10
0258,8
0259,6
0260,8
0261,1
0262,8
0263,4
0264,0
0265,0
0266,1
0267,7
0268,5
0269,10
0270,7
0271,10
0272,5
0273,3
0274,7
0275,9
0276,1
0277,8
0278,1
0279,10
0280,3
0281,10
0282,3
0283,1
0284,1
0285,1
0286,9
0287,8
0288,1
0289,7
0290,10
0291,5
0292,8
0293,8
0294,3
0295,7
0296,1
0297,1
0298,1
0299,8
0300,1
0301,3
0302,1
0303,1
0304,1
0305,7
0306,1
0307,7
0308,7
0309,1
0310,1
0311,4
0312,6
0313,7
0314,0
0315,1
0316,1
0317,5
0318,1
0319,9
0320,6
0321,0
0322,2
0323,3
0324,8
0325,7
0326,1
0327,9
0328,3
0329,3
0330,3
0331,10
0332,7
0333,9
0334,10
0335,1
0336,3
0337,1
0338,9
0339,0
0340,9
0341,9
0342,8
0343,7
0344,3
0345,2
0346,9
0347,1
0348,6
0349,5
0350,2
0351,7
0352,10
0353,7
0354,4
0355,7
0356,5
0357,0
0358,1
0359,8
0360,10
0361,6
0362,7
0363,1
0364,6
0365,9
0366,1
0367,6
0368,6
0369,6
0370,0
0371,7
0372,1
0373,7
0374,0
0375,7
0376,0
0377,3
0378,7
0379,0
0380,8
0381,1
0382,7
0383,8
0384,7
0385,3
0386,9
0387,6
0388,8
0389,9
0390,3
0391,1
0392,1
0393,10
0394,8
0395,0
0396,5
0397,10
0398,7
0399,6
0400,3
0401,1
0402,1
0403,6
0404,10
0405,3
0406,3
0407,4
0408,6
0409,1
0410,7
0411,7
0412,3
0413,5
0414,10
0415,1
0416,1
0417,7
0418,3
0419,7
0420,5
0421,7
0422,1
0423,0
0424,7
0425,6
0426,5
0427,1
0428,8
0429,7
0430,10
0431,3
0432,8
0433,3
0434,1
0435,1
0436,6
0437,4
0438,6
0439,8
0440,7
0441,10
0442,7
0443,1
0444,6
0445,8
0446,5
0447,8
0448,0
0449,0
0450,10
0451,7
0452,1
0453,0
0454,3
0455,7
0456,9
0457,6
0458,10
0459,8
0460,1
0461,4
0462,1
0463,7
0464,3
0465,3
0466,3
0467,3
0468,7
0469,1
0470,5
0471,9
0472,1
0473,8
0474,9
0475,8
0476,2
0477,8
0478,3
0479,7
0480,0
0481,4
0482,5
0483,9
0484,0
0485,4
0486,7
0487,3
0488,7
0489,7
0490,1
0491,7
0492,1
0493,7
0494,10
0495,1
0496,7
0497,0
0498,7
0499,7
0500,1
0501,8
0502,10
0503,1
0504,1
0505,8
0506,9
0507,1
0508,9
0509,9
0510,9
0511,3
0512,3
0513,2
0514,0
0515,3
0516,0
0517,8
0518,6
0519,10
0520,6
0521,5
0522,7
0523,10
0524,10
0525,10
0526,7
0527,1
0528,7
0529,6
0530,6
0531,7
0532,10
0533,7
0534,6
0535,3
0536,3
0537,9
0538,6
0539,3
0540,3
0541,8
0542,9
0543,6
0544,8
0545,7
0546,0
0547,0
0548,8
0549,7
0550,10
0551,7
0552,6
0553,9
0554,1
0555,0
0556,1
0557,0
0558,9
0559,10
0560,5
0561,10
0562,6
0563,0
0564,7
0565,7
0566,1
0567,7
0568,10
0569,5
0570,1
0571,10
0572,6
0573,6
0574,1
0575,3
0576,9
0577,10
0578,10
0579,1
0580,3
0581,3
0582,10
0583,4
0584,4
0585,1
0586,0
0587,7
0588,1
0589,6
0590,5
0591,1
0592,3
0593,10
0594,0
0595,3
0596,9
0597,7
0598,10
0599,4
0600,6
0601,0
0602,7
0603,5
0604,10
0605,6
0606,3
0607,1
0608,10
0609,3
0610,3
0611,9
0612,7
0613,3
0614,5
0615,3
0616,4
0617,4
0618,6
0619,1
0620,9
0621,10
0622,1
0623,1
0624,6
0625,7
0626,9
0627,6
0628,6
0629,1
0630,0
0631,9
0632,10
0633,7
0634,9
0635,1
0636,0
0637,3
0638,2
0639,9
0640,6
0641,0
0642,3
0643,9
0644,1
0645,9
0646,3
0647,6
0648,5
0649,7
0650,1
0651,8
0652,9
0653,10
0654,10
0655,0
0656,10
0657,7
0658,1
0659,10
0660,1
0661,6
0662,1
0663,1
0664,0
0665,3
0666,7
0667,8
0668,7
0669,8
0670,6
0671,1
0672,3
0673,2
0674,1
0675,6
0676,0
0677,3
0678,6
0679,0
0680,2
0681,3
0682,0
0683,10
0684,5
0685,5
0686,6
0687,9
0688,6
0689,8
0690,6
0691,0
0692,10
0693,7
0694,6
0695,3
0696,9
0697,1
0698,8
0699,0
0700,3
0701,0
0702,1
0703,3
0704,1
0705,0
0706,7
0707,7
0708,7
0709,10
0710,1
0711,3
0712,7
0713,9
0714,7
0715,6
0716,3
0717,3
0718,1
0719,9
0720,8
0721,5
0722,10
0723,3
0724,0
0725,10
0726,3
0727,0
0728,4
0729,2
0730,3
0731,7
0732,9
0733,2
0734,2
0735,6
0736,3
0737,4
0738,7
0739,9
0740,1
0741,7
0742,9
0743,0
0744,10
0745,3
0746,7
0747,0
0748,3
0749,10
0750,6
0751,1
0752,7
0753,1
0754,7
0755,7
0756,5
0757,7
0758,1
0759,6
0760,9
0761,4
0762,3
0763,5
0764,0
0765,9
0766,6
0767,6
0768,3
0769,3
0770,7
0771,7
0772,6
0773,3
0774,0
0775,3
0776,9
0777,3
0778,1
0779,3
0780,7
0781,7
0782,6
0783,10
0784,1
0785,8
0786,7
0787,1
0788,7
0789,3
0790,1
0791,4
0792,5
0793,10
0794,5
0795,1
0796,1
0797,7
0798,1
0799,9
0800,7
0801,9
0802,7
0803,0
0804,1
0805,3
0806,10
0807,7
0808,3
0809,10
0810,6
0811,2
0812,8
0813,1
0814,2
0815,6
0816,6
0817,1
0818,10
0819,4
0820,3
0821,1
0822,9
0823,0
0824,10
0825,6
0826,5
0827,6
0828,9
0829,6
0830,1
0831,9
0832,1
0833,5
0834,7
0835,1
0836,0
0837,3
0838,7
0839,1
0840,0
0841,7
0842,3
0843,10
0844,3
0845,7
0846,9
0847,1
0848,1
0849,9
0850,5
0851,9
0852,6
0853,8
0854,7
0855,1
0856,9
0857,0
0858,7
0859,6
0860,3
0861,0
0862,1
0863,1
0864,3
0865,1
0866,1
0867,5
0868,9
0869,8
0870,3
0871,10
0872,9
0873,5
0874,7
0875,3
0876,3
0877,3
0878,10
0879,7
0880,10
0881,5
0882,3
0883,4
0884,10
0885,9
0886,7
0887,1
0888,4
0889,6
0890,3
0891,5
0892,10
0893,1
0894,5
0895,1
0896,2
0897,7
0898,9
0899,3
0900,6
0901,7
0902,0
0903,9
0904,3
0905,6
0906,9
0907,10
0908,6
0909,6
0910,1
0911,5
0912,3
0913,3
0914,9
0915,7
0916,5
0917,7
0918,3
0919,1
0920,7
0921,9
0922,3
0923,5
0924,6
0925,3
0926,8
0927,3
0928,5
0929,0
0930,0
0931,3
0932,5
0933,1
0934,7
0935,1
0936,9
0937,3
0938,3
0939,9
0940,9
0941,9
0942,0
0943,10
0944,3
0945,7
0946,5
0947,8
0948,7
0949,6
0950,8
0951,10
0952,4
0953,6
0954,3
0955,3
0956,10
0957,4
0958,5
0959,0
0960,7
0961,8
0962,1
0963,0
0964,1
0965,8
0966,6
0967,3
0968,7
0969,7
0970,8
0971,7
0972,8
0973,8
0974,1
0975,6
0976,3
0977,10
0978,1
0979,1
0980,2
0981,7
0982,1
0983,3
0984,3
0985,8
0986,0
0987,9
0988,7
0989,6
0990,3
0991,8
0992,1
0993,1
0994,6
0995,8
0996,7
0997,10
0998,6
0999,7
1000,9
1001,2
1002,7
1003,1
1004,9
1005,3
1006,3
1007,0
1008,0
1009,9
1010,8
1011,7
1012,7
1013,4
1014,0
1015,9
1016,5
1017,7
1018,6
1019,7
1020,8
1021,9
1022,1
1023,1
1024,3
1025,8
1026,1
1027,3
1028,3
1029,4
1030,6
1031,3
1032,9
1033,4
1034,5
1035,6
1036,10
1037,0
1038,9
1039,2
1040,0
1041,1
1042,0
1043,3
1044,9
1045,8
1046,5
1047,1
1048,3
1049,2
1050,4
1051,1
1052,7
1053,4
1054,8
1055,8
1056,7
1057,1
1058,3
1059,1
1060,6
1061,6
1062,0
1063,7
1064,8
1065,7
1066,0
1067,8
1068,3
1069,9
1070,0
1071,3
1072,9
1073,3
1074,1
1075,3
1076,1
1077,4
1078,1
1079,0
1080,3
1081,1
1082,9
1083,7
1084,10
1085,1
1086,3
1087,3
1088,5
1089,8
1090,5
1091,10
1092,1
1093,0
1094,10
1095,0
1096,9
1097,4
1098,6
1099,9
1100,1
1101,2
1102,7
1103,2
1104,9
1105,3
1106,0
1107,0
1108,7
1109,7
1110,0
1111,7
1112,8
1113,9
1114,10
1115,1
1116,1
1117,8
1118,0
1119,1
1120,1
1121,1
1122,9
1123,5
1124,0
1125,6
1126,1
1127,7
1128,9
1129,9
1130,8
1131,10
1132,9
1133,6
1134,1
1135,9
1136,6
1137,1
1138,3
1139,3
1140,0
1141,8
1142,9
1143,3
1144,9
1145,2
1146,7
1147,3
1148,9
1149,8
1150,7
1151,6
1152,10
1153,3
1154,3
1155,7
1156,7
1157,3
1158,2
1159,7
1160,3
1161,8
1162,7
1163,0
1164,6
1165,5
1166,3
1167,6
1168,7
1169,6
1170,5
1171,8
1172,7
1173,10
1174,10
1175,10
1176,1
1177,10
1178,4
1179,8
1180,9
1181,3
1182,8
1183,5
1184,7
1185,7
1186,3
1187,7
1188,6
1189,3
1190,8
1191,9
1192,7
1193,0
1194,0
1195,0
1196,1
1197,3
1198,7
1199,6
1200,3
1201,9
1202,1
1203,3
1204,10
1205,3
1206,1
1207,3
1208,9
1209,8
1210,3
1211,0
1212,1
1213,7
1214,6
1215,7
1216,3
1217,0
1218,8
1219,0
1220,3
1221,9
1222,3
1223,7
1224,6
1225,2
1226,0
1227,9
1228,10
1229,7
1230,1
1231,9
1232,7
1233,3
1234,1
1235,10
1236,1
1237,1
1238,3
1239,1
1240,6
1241,3
1242,9
1243,5
1244,7
1245,0
1246,1
1247,3
1248,0
1249,3
1250,9
1251,1
1252,6
1253,1
1254,6
1255,9
1256,3
1257,2
1258,1
1259,10
1260,1
1261,10
1262,1
1263,0
1264,0
1265,1
1266,9
1267,1
1268,10
1269,6
1270,1
1271,1
1272,9
1273,5
1274,1
1275,9
1276,7
1277,8
1278,7
1279,1
1280,3
1281,0
1282,9
1283,7
1284,1
1285,0
1286,6
1287,7
1288,1
1289,8
1290,1
1291,9
1292,1
1293,3
1294,9
1295,9
1296,1
1297,3
1298,10
1299,7
1300,0
1301,0
1302,8
1303,10
1304,7
1305,9
1306,8
1307,0
1308,1
1309,3
1310,9
1311,1
1312,6
1313,10
1314,7
1315,1
1316,9
1317,3
1318,0
1319,1
1320,1
1321,3
1322,1
1323,6
1324,7
1325,3
1326,5
1327,6
1328,1
1329,9
1330,0
1331,1
1332,9
1333,3
1334,1
1335,5
1336,9
1337,4
1338,1
1339,1
1340,7
1341,1
1342,3
1343,1
1344,0
1345,1
1346,3
1347,9
1348,4
1349,1
1350,5
1351,8
1352,1
1353,6
1354,0
1355,7
1356,3
1357,3
1358,6
1359,7
1360,3
1361,5
1362,3
1363,3
1364,1
1365,9
1366,3
1367,5
1368,9
1369,1
1370,0
1371,7
1372,7
1373,10
1374,9
1375,7
1376,1
1377,7
1378,7
1379,3
1380,6
1381,5
1382,6
1383,7
1384,7
1385,3
1386,4
1387,6
1388,0
1389,7
1390,0
1391,0
1392,7
1393,0
1394,7
1395,8
1396,7
1397,4
1398,5
1399,9
1400,7
1401,3
1402,1
1403,6
1404,9
1405,7
1406,7
1407,9
1408,3
1409,2
1410,9
1411,1
1412,9
1413,7
1414,9
1415,3
1416,0
1417,8
1418,6
1419,2
1420,0
1421,6
1422,10
1423,3
1424,9
1425,9
1426,5
1427,1
1428,0
1429,1
1430,10
1431,1
1432,0
1433,9
1434,0
1435,7
1436,6
1437,7
1438,3
1439,6
1440,1
1441,8
1442,10
1443,1
1444,1
1445,6
1446,7
1447,1
1448,3
1449,2
1450,1
1451,7
1452,7
1453,9
1454,0
1455,8
1456,1
1457,3
1458,7
1459,0
1460,7
1461,10
1462,10
1463,8
1464,9
1465,3
1466,0
1467,5
1468,3
1469,1
1470,5
1471,7
1472,2
1473,3
1474,7
1475,7
1476,10
1477,3
1478,3
1479,1
1480,7
1481,7
1482,7
1483,0
1484,9
1485,10
1486,4
1487,7
1488,7
1489,6
1490,4
1491,1
1492,3
1493,0
1494,0
1495,0
1496,0
1497,7
1498,3
1499,3
1500,9
1501,7
1502,7
1503,6
1504,2
1505,0
1506,3
1507,1
1508,3
1509,3
1510,1
1511,8
1512,1
1513,10
1514,8
1515,7
1516,1
1517,3
1518,10
1519,1
1520,8
1521,3
1522,6
1523,6
1524,3
1525,7
1526,4
1527,7
1528,6
1529,1
1530,0
1531,3
1532,1
1533,3
1534,8
1535,8
1536,0
1537,7
1538,1
1539,0
1540,6
1541,10
1542,9
1543,1
1544,3
1545,7
1546,9
1547,3
1548,5
1549,1
1550,1
1551,0
1552,3
1553,3
1554,7
1555,10
1556,0
1557,9
1558,6
1559,1
1560,1
1561,1
1562,3
1563,1
1564,6
1565,9
1566,8
1567,9
1568,1
1569,9
1570,9
1571,0
1572,9
1573,3
1574,6
1575,8
1576,9
1577,7
1578,5
1579,8
1580,3
1581,7
1582,9
1583,9
1584,3
1585,3
1586,3
1587,3
1588,9
1589,0
1590,0
1591,10
1592,3
1593,7
1594,8
1595,7
1596,8
1597,9
1598,9
1599,9
1600,10
1601,9
1602,7
1603,7
1604,7
1605,7
1606,9
1607,0
1608,8
1609,8
1610,7
1611,0
1612,9
1613,6
1614,1
1615,0
1616,8
1617,2
1618,8
1619,7
1620,8
1621,5
1622,0
1623,2
1624,6
1625,7
1626,7
1627,3
1628,9
1629,1
1630,3
1631,6
1632,1
1633,8
1634,6
1635,6
1636,0
1637,1
1638,3
1639,5
1640,3
1641,10
1642,1
1643,10
1644,3
1645,7
1646,0
1647,2
1648,10
1649,10
1650,1
1651,7
1652,0
1653,1
1654,3
1655,8
1656,8
1657,3
1658,9
1659,9
1660,5
1661,0
1662,2
1663,7
1664,4
1665,8
1666,7
1667,1
1668,3
1669,8
1670,6
1671,7
1672,10
1673,10
1674,3
1675,3
1676,6
1677,3
1678,1
1679,0
1680,1
1681,10
1682,10
1683,1
1684,7
1685,1
1686,6
1687,3
1688,9
1689,8
1690,9
1691,6
1692,9
1693,1
1694,1
1695,1
1696,9
1697,7
1698,3
1699,6
1700,3
1701,10
1702,3
1703,7
1704,6
1705,0
1706,7
1707,2
1708,2
1709,9
1710,3
1711,6
1712,8
1713,1
1714,7
1715,1
1716,9
1717,6
1718,8
1719,7
1720,6
1721,6
1722,7
1723,9
1724,9
1725,10
1726,2
1727,6
1728,9
1729,6
1730,7
1731,7
1732,1
1733,1
1734,7
1735,4
1736,7
1737,8
1738,3
1739,7
1740,3
1741,5
1742,1
1743,4
1744,8
1745,3
1746,9
1747,1
1748,6
1749,7
1750,4
1751,4
1752,7
1753,7
1754,1
1755,0
1756,6
1757,4
1758,3
1759,0
1760,6
1761,7
1762,1
1763,5
1764,9
1765,8
1766,1
1767,6
1768,8
1769,10
1770,6
1771,3
1772,10
1773,6
1774,0
1775,0
1776,10
1777,8
1778,3
1779,3
1780,6
1781,3
1782,6
1783,4
1784,5
1785,3
1786,7
1787,10
1788,7
1789,3
1790,1
1791,1
1792,0
1793,9
1794,1
1795,7
1796,2
1797,1
1798,1
1799,3
1800,3
1801,1
1802,7
1803,9
1804,4
1805,6
1806,9
1807,7
1808,1
1809,10
1810,3
1811,1
1812,7
1813,5
1814,1
1815,9
1816,5
1817,6
1818,7
1819,5
1820,2
1821,6
1822,6
1823,1
1824,7
1825,6
1826,9
1827,9
1828,3
1829,9
1830,1
1831,0
1832,7
1833,10
1834,6
1835,10
1836,6
1837,1
1838,6
1839,6
1840,0
1841,7
1842,1
1843,0
1844,7
1845,9
1846,9
1847,3
1848,0
1849,1
1850,8
1851,3
1852,9
1853,1
1854,10
1855,1
1856,3
1857,7
1858,9
1859,2
1860,10
1861,3
1862,7
1863,1
1864,7
1865,0
1866,7
1867,6
1868,10
1869,9
1870,1
1871,6
1872,2
1873,0
1874,10
1875,3
1876,8
1877,3
1878,9
1879,1
1880,7
1881,7
1882,9
1883,5
1884,3
1885,3
1886,7
1887,6
1888,10
1889,0
1890,6
1891,10
1892,0
1893,8
1894,4
1895,6
1896,2
1897,7
1898,8
1899,8
1900,1
1901,1
1902,0
1903,0
1904,6
1905,6
1906,9
1907,4
1908,7
1909,3
1910,8
1911,8
1912,10
1913,3
1914,6
1915,2
1916,0
1917,3
1918,9
1919,7
1920,3
1921,9
1922,6
1923,7
1924,3
1925,4
1926,7
1927,6
1928,7
1929,7
1930,10
1931,1
1932,0
1933,0
1934,3
1935,5
1936,0
1937,6
1938,6
1939,7
1940,7
1941,8
1942,8
1943,9
1944,3
1945,8
1946,9
1947,3
1948,1
1949,7
1950,5
1951,6
1952,3
1953,7
1954,10
1955,7
1956,9
1957,3
1958,4
1959,2
1960,7
1961,9
1962,7
1963,1
1964,6
1965,7
1966,1
1967,1
1968,0
1969,7
1970,5
1971,1
1972,10
1973,3
1974,7
1975,1
1976,0
1977,1
1978,7
1979,8
1980,8
1981,8
1982,1
1983,3
1984,10
1985,7
1986,1
1987,0
1988,1
1989,3
1990,0
1991,9
1992,7
1993,9
1994,7
1995,0
1996,7
1997,9
1998,9
1999,7
2000,10
2001,6
2002,5
2003,1
2004,1
2005,9
2006,4
2007,1
2008,10
2009,10
2010,3
2011,8
2012,2
2013,9
2014,7
2015,3
2016,8
2017,3
2018,2
2019,1
2020,8
2021,9
2022,3
2023,5
2024,9
2025,0
2026,7
2027,6
2028,9
2029,10
2030,8
2031,7
2032,8
2033,6
2034,0
2035,3
2036,2
2037,1
2038,1
2039,8
2040,7
2041,0
2042,3
2043,3
2044,3
2045,6
2046,9
2047,0
2048,3
2049,8
2050,7
2051,6
2052,8
2053,5
2054,1
2055,1
2056,1
2057,5
2058,3
2059,6
2060,8
2061,7
2062,0
2063,1
2064,1
2065,2
2066,1
2067,10
2068,1
2069,10
2070,1
2071,1
2072,10
2073,6
2074,0
2075,7
2076,9
2077,9
2078,10
2079,1
2080,7
2081,0
2082,6
2083,9
2084,1
2085,9
2086,0
2087,6
2088,6
2089,5
2090,9
2091,0
2092,6
2093,1
2094,3
2095,7
2096,8
2097,6
2098,10
2099,0
2100,4
2101,10
2102,1
2103,10
2104,1
2105,10
2106,6
2107,3
2108,1
2109,3
2110,10
2111,0
2112,9
2113,3
2114,7
2115,0
2116,7
2117,1
2118,3
2119,7
2120,3
2121,10
2122,0
2123,10
2124,7
2125,6
2126,3
2127,0
2128,8
2129,0
2130,3
2131,1
2132,3
2133,8
2134,9
2135,3
2136,10
2137,9
2138,3
2139,3
2140,7
2141,1
2142,6
2143,9
2144,7
2145,3
2146,2
2147,1
2148,10
2149,10
2150,3
2151,1
2152,4
2153,1
2154,1
2155,0
2156,1
2157,10
2158,1
2159,3
2160,5
2161,10
2162,7
2163,10
2164,6
2165,8
2166,9
2167,4
2168,9
2169,7
2170,1
2171,10
2172,9
2173,1
2174,3
2175,10
2176,6
2177,7
2178,7
2179,9
2180,9
2181,7
2182,0
2183,3
2184,3
2185,4
2186,7
2187,5
2188,1
2189,7
2190,1
2191,10
2192,3
2193,9
2194,9
2195,3
2196,1
2197,3
2198,8
2199,0
2200,1
2201,3
2202,8
2203,1
2204,1
2205,7
2206,5
2207,1
2208,6
2209,1
2210,1
2211,3
2212,0
2213,1
2214,1
2215,0
2216,8
2217,1
2218,6
2219,5
2220,7
2221,5
2222,0
2223,3
2224,5
2225,3
2226,10
2227,7
2228,7
2229,2
2230,1
2231,9
2232,3
2233,3
2234,8
2235,1
2236,1
2237,1
2238,6
2239,10
2240,7
2241,7
2242,9
2243,6
2244,9
2245,7
2246,7
2247,7
2248,1
2249,7
2250,8
2251,0
